product_name,product_brand,expire_date,product_code
"D2 RIBEYE/CUBE ROLL
AUSTRALIA GRASS FED",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
DADIH (BLUEBERRY),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (CHOCOLATE),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (GRAPE),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (HONEYDEW),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (MANGO),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (STRAWBERRY),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH (VANILLA),AINONS CAKES & PASTRIES,"
		15.02.2020",
DADIH BERPERISA,AINONS CAKES & PASTRIES,"
		15.02.2020",
DAGING LEMBU,RU CAFE SDN BHD,"
		31.12.2019",
DAGING MASAK HITAM WITH GREEN PEAS AND ONIONS,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
DAGING MASAK KICAP (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
DAGING SALAI ,AYAM KENS KINGDOM FOODSTUFF ENTERPRISE (M) SDN BHD,"
		15.12.2019",
DAGING SALAI AYAM,AYAM KENS KINGDOM FOODSTUFF ENTERPRISE (M) SDN BHD,"
		15.12.2019",
DAHLIA COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DALGALBI (SPICY MARINATED CHICKEN),MR DAKGALBI SDN BHD,"
		15.08.2020",
DANCING NACHO,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
DANISH OF THE DAY,YEAST ATELIER SDN BHD ,"
		31.07.2019",
DARK CHOCOLATE,BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
DARK CHOCOLATE FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
DARK PITTED CHERRY FILLING,HAZEL CAKE HOUSE,"
		31.05.2019",
DATES - DATES WITH ALMOND NIBS,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
DATES - DATES WITH ORANGE PEEL WALNUT,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
DATES - GOLDEN DATES WALNUT,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
DATES PLUS 3 IN 1 INSTANT PREMIX WHITE COFFEE,LATTELA SDN BHD,"
		15.10.2019",
DAUN TEH - JASMINE TEA,HOCK CHUAN BEE TEA MERCHANTS (M) SDN BHD,"
		30.06.2019",
DAUN TEH - PING HEONG TEA,HOCK CHUAN BEE TEA MERCHANTS (M) SDN BHD,"
		30.06.2019",
DAUN TEH - PU ERH TEA,HOCK CHUAN BEE TEA MERCHANTS (M) SDN BHD,"
		30.06.2019",
DAUN TEH - TIKUANYIN TEA,HOCK CHUAN BEE TEA MERCHANTS (M) SDN BHD,"
		30.06.2019",
DAUN TEH - VERY HEONG TEA,HOCK CHUAN BEE TEA MERCHANTS (M) SDN BHD,"
		30.06.2019",
DEEP FRIED - DEEP RADISH CAKES,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DEEP FRIED - FRIED RADISH CAKES,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DEEP FRIED - FRIED WAN TAN,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DEEP FRIED - SALAD PRAWNS,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DEEP FRIED - THAI BEANCURD SKIN ROLL,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DEEP FRIED ALMOND BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED APPLE PRAWN ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED CHICKEN WANTAN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED FISH BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED FISH CAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED LOCAL PO PIAH,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED PRAWN DUMPLING / DEEP FRIED HAR KOK,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED PRAWN WANTAN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED YAM DUMPLING / DEEP FRIED YAM KOK  ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEP FRIED YAM RING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DEEPFRIED CRESCENT DUMPLING / DEEPFRIED WANTAN DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
DEEPFRIED LOTUS DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
DENDENG BELADO,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
DENDENG SAMBAL HIJAU,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
DESICCATED COCONUT (KELAPA PARUT KERING),360HORIZONZ SDN. BHD.,"
		31.05.2019",
DESSERT IN A CUP - BANANA MISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - BLACK FOREST,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - GREEN TEA MISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - HAZELNUT CHOCOLATE MOUSSE WITH MORELLO COMPOTE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - MANGO COCONUT MOUSSE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - MILK CHOCOLATE MOUSSE WITH RASPBERRY,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - PISTACHIO CHOCOLATE MOUSSE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - STRAWBERRY MISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - STRAWBERRY PANNA COTTA,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN A CUP - TIRAMISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
DESSERT IN CUP - BANANA MISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DESSERT IN CUP - BLACK FOREST,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DESSERT IN CUP - CHOCOLATE CITRUS,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
DESSERT IN CUP - PISTACHIO CHOCOLATE MOUSSE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DESSERT IN CUP - STRAWBERRY MISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DESSERT IN CUP - STRAWBERRY PANNA COTTA,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DESSERT IN CUP - TIRAMISU,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
DEVIL CHICKEN CURRY PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
DHALL CURRY,PAK HAILAM KOPITIAM SDN BHD,"
		",
DHALL CURRY ,WORLD PROMINENCE SDN. BHD.,"
		15.10.2019",
DIBEGUARD 5 NUTRITION POWDER,UNO NUTRITION SDN BHD,"
		31.12.2020",
DIM SUM,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
DINNER ROLL,TIN HONG LOKE GUAN BAKERY & CONFECTIONERY SDN BHD,"
		15.04.2020",
DIPPING SAUCE,PAK HAILAM KOPITIAM SDN BHD,"
		",
DNA CELL TO CELL,AROMA LAND MARKETING SDN BHD,"
		31.05.2019",
DONUT,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
DONUT CHOCOLATE,AINONS CAKES & PASTRIES,"
		15.02.2020",
DONUT GULA,AINONS CAKES & PASTRIES,"
		15.02.2020",
DOREMI WANGI RICE,HOCK JU EDAR SDN BHD,"
		",
DORRA ELITE DRINK 720,DORRA SLIMMING SDN BHD,"
		31.12.2020",
DORRA ESSENCE DRINK 760,DORRA SLIMMING SDN BHD,"
		30.11.2019",
DORRA ESSENCE DRINK 761,DORRA SLIMMING SDN BHD,"
		30.11.2019",
DOUBLE A PRAWN NOODLE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
DOUBLE CHEESE,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		15.08.2019",
DOUBLE CHEESE,DPO MALAYSIA SDN BHD,"
		30.11.2019",
DOUBLE CHEESE,DPO MALAYSIA SDN BHD,"
		31.12.2019",
DOUBLE CHEESE CAKE,HAZEL CAKE HOUSE,"
		31.05.2019",
DOUBLE CHOCOLATE PAU (CARTOON),TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2020",
DOUBLE CHOCOLATE PEANUT,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DOUBLE CHOCOLATE STRAWBERRY,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DOUBLE CHOCOLATE SWISS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DOUBLE EGG YOLK LOTUS PASTE MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
DOUBLE EGG YOLK PANDAN PASTE MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
DOUBLE HAPPINESS,ANGEL CANDIES SDN BHD,"
		31.10.2019",
DOUBLE PASTE NON-BAKED ROLL / DOUBLE PASTE PIN PEI ROLL ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DOUBLE RED FISH ROLL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
DOUBLE REFINED ROCK SALT,360HORIZONZ SDN. BHD.,"
		15.03.2020",
DOUBLE SWEET HEART,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DOUGH NUT,HAZEL CAKE HOUSE,"
		31.05.2019",
DOUGHNUTS  ,AINONS CAKES & PASTRIES,"
		15.02.2020",
DOUGHNUTS (DRY MINI RING),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31.08.2019",
DOUGHNUTS (DRY YEAST SHELLS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31.08.2019",
DR SWEET STEVIA LIQUID EXTRACT NATURAL SWEETENER,STEVIASUGAR CORPORATION SDN BHD,"
		15.06.2019",
DR SWEET SURE VIA NATURAL SWEETENER STEVIA EXTRACT,STEVIASUGAR CORPORATION SDN BHD,"
		15.06.2019",
DRAGON (NAGA MUTIARA) WANGI RICE,HOCK JU EDAR SDN BHD,"
		",
DRAGON BOAT WANGI RICE,HOCK JU EDAR SDN BHD,"
		",
DRAGON FRUITS MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
DRAGON SIAM SUPER RICE,HOCK JU EDAR SDN BHD,"
		",
DRIED ANCHOVIES DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
DRIED MANGO SLICED,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DRIED ORANGE SLICED,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DRIED RAISIN SLICE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DRIED SHRIMP POWDER,SEW JOG ENTERPRISE,"
		30.09.2019",
DRIED SHRIMP POWDER,GOOD CHOICE MANUFACTURING SDN BHD,"
		30.09.2019",
DRINK BASE CONCENTRATE - ASAM JAWA,YI QUAN TRADING,"
		15.01.2020",
DRINK BASE CONCENTRATE - BLACKCURRANT,YI QUAN TRADING,"
		15.01.2020",
DRINK BASE CONCENTRATE - BLUEBERRY,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - DRAGON FRUIT,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - GRAPE,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - GREEN APPLE,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - GREEN GUAVA,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - HONEY DEW,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - HONEY LEMON,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - KASTURI + GOLDEN LIME,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - KEDONDONG,YI QUAN TRADING,"
		15.01.2020",
DRINK BASE CONCENTRATE - KIWIFRUIT,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - LEMON,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - LIME,YI QUAN TRADING,"
		15.01.2020",
DRINK BASE CONCENTRATE - LYCHEE,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - MANGO,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - ORANGE,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - PASSION FRUIT,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - PEACH,YI QUAN TRADING,"
		15.01.2020",
DRINK BASE CONCENTRATE - PINEAPPLE,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - PLUM,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - RED PLUM,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - SEA COCONUT,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - SOURSOP,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - STRAWBERRY,YI QUAN TRADING,"
		15.02.2020",
DRINK BASE CONCENTRATE - YOGURT,YI QUAN TRADING,"
		15.02.2020",
DRY AGED,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
DRY AGED - ANGUS STRIPLOIN,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
DRY AGED - GRAIN FED STRIPLOIN,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
DRY AGED - GRAIN FED TBONE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
DRY AGED GRAIN FED BONE - IN OP RIBS,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
DRY FISH (MA REN SAENG SUNG),PHOENIX DYNAMIC SDN. BHD.,"
		31.08.2019",
DRY NOODLE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
DRY ORIGANO,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
DRY PRAWN FRIED WITH POTATO,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
DRY PRAWN FRIED WITH PUMPKIN,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
DRY WANTAN MEE,PAK HAILAM KOPITIAM SDN BHD,"
		",
DUMPLING,HONG KONG ROAST SDN BHD,"
		15.08.2019",
DUMPLING (MAM DOO),PHOENIX DYNAMIC SDN. BHD.,"
		31.08.2019",
DUMPLING - BEANCURD SKIN FISH ROLLS DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - BLACK PEPPER DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - CHICKEN CORN DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - CHICKEN DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - FRIED FISH BALLS DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - GINGER DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - GLUTINOUS CHICKEN RICE,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - HAR KAW DUMPLING (KING PRAWN DUMPLING),JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - LOTUS LEAF GLUTINOUS RICE,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - PAK FAR DUMPLING (GUANG ZHOU STYLE DUMPLING),JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - PRAWN DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - PUMPKING DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - SEAFOOD DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - SEAWEED ROLL DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - SHARK FIN DUMPLING,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - SZE CHUANG STYLE DUMPLING (HOT & SPICY DUMPLING),JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING - TEOW CHEW STYLE DUMPLING (SAUSAGE DUMPLING),JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
DUMPLING SHUI KAW,SEDAP GUO SDN BHD,"
		30.11.2019",
DURIAN,ANGEL CANDIES SDN BHD,"
		31.10.2019",
DURIAN FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
DURIAN FLAVOUR 25001,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
DURIAN FLAVOUR PUDDING POWDER (SERBUK PUDING PERISA DURIAN),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		28.02.2020",
DURIAN FLAVOUR SKIN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DURIAN GLUTINOUS RICE CUBES (KETUPAT PALAS DURIAN),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		30.09.2020",
DURIAN LOVE LETTER,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DURIAN PANCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
DURIAN PASTE MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
DURIAN PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		",
DURIAN PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2021",
DURIAN PINEAPPLE TART ,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
DURIAN WHITE COFFEE,COFFEE TOWN SDN BHD,"
		",
DYNASTY ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
E1 TENDERLOIN YP/PR/S,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
"E3 STRIPLOIN YP/PR/S
",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
EARL GREY CAKE ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ECLAIR,AINONS CAKES & PASTRIES,"
		15.02.2020",
ECLAIR CHOCOLATE (PUFF PASTRY WITH CHOCOLATE FILLING),YEAST ATELIER SDN BHD ,"
		31.07.2019",
ECLAIR COFFEE (PUFF PASTRY WITH COFFEE FILLING) ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ECLAIR PARIS-BREST (PUFF PASTRY WITH PRALINE FILLING),YEAST ATELIER SDN BHD ,"
		31.07.2019",
ECLAIR VANILLA (PUFF PASTRY WITH VANILLA CREAM),YEAST ATELIER SDN BHD ,"
		31.07.2019",
ECO EGG SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
ECO TUNA EGG SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
ECO TUNA SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
EGG & CHEESE,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		15.08.2019",
EGG & CHEESE,DPO MALAYSIA SDN BHD,"
		30.11.2019",
EGG & CHEESE,DPO MALAYSIA SDN BHD,"
		31.12.2019",
EGG CUSTARD ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
EGG FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
EGG FISH ROLL,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
EGG FRIED WITH CHICKEN SLICE,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
EGG MAYO,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		15.08.2019",
EGG MAYO,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
EGG MAYO SANDWICH,MYNEWS FOOD SDN. BHD. (FORMERLY KNOWN AS: OTARU FINE FOOD SDN.BHD),"
		31.08.2019",
EGG MAYO ,DPO MALAYSIA SDN BHD,"
		30.11.2019",
EGG PLANT YONG TAU FOO,SEDAP GUO SDN BHD,"
		30.11.2019",
EGG SAMBAL BUN,PAK HAILAM KOPITIAM SDN BHD,"
		",
EGG SKIN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
EGG SKIN CRAB STICK ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
EGG SKIN SEAWEED ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
EGG SPRING ROLL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
EGG TART,HAZEL CAKE HOUSE,"
		31.05.2019",
EGG TART,AINONS CAKES & PASTRIES,"
		15.02.2020",
EGG YELLOW COLOUR 9703,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
EGG YELLOW SQ,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
EGGPLANT (LONG) - CUT,VEGE READY SDN BHD,"
		15.08.2019",
EGGTART FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
EKOR LEMBU,RU CAFE SDN BHD,"
		31.12.2019",
EMPAL BAKAR,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
EMPAL PENYET,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
EMPINGAN CILI IKAN BILIS/ ANCHOVIES CHILI FLAKE,WORLD PROMINENCE SDN. BHD.,"
		30.11.2019",
EMPINGAN CILI UDANG KERING/ SHRIMP CHILI FLAKE,WORLD PROMINENCE SDN. BHD.,"
		30.11.2019",
ENERSOS MCT OIL,BIOSCENERGY INTERNATIONAL SDN BHD,"
		15.08.2021",
ENGLISH MUFFIN,YEAST ATELIER SDN BHD ,"
		31.07.2019",
EPI (LEAF BAGUETTE),YEAST ATELIER SDN BHD ,"
		31.07.2019",
ERYTHROSINE,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
EUN10 FAT POWDERS,BIOSCENERGY INTERNATIONAL SDN BHD,"
		31.12.2019",
EVAPORATED CREAMER,EEZDEE INTRADE SDN BHD,"
		31.05.2021",
EVAPORATED FILLED MILK,EEZDEE INTRADE SDN BHD,"
		31.12.2019",
EXPRESSO,ANGEL CANDIES SDN BHD,"
		31.10.2019",
EXPRESSON BANANA CAKE,HAZEL CAKE HOUSE,"
		31.05.2019",
EXTREME EXTRA HOT CHILLI SAUCE,360HORIZONZ SDN. BHD.,"
		31.10.2019",
FALAFEL-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
"FARMERS' BREAD (COUNTRY BREAD)
",YEAST ATELIER SDN BHD ,"
		31.07.2019",
FASULEYAH LAMB(LAMB CHUNK)- WAREHOUSE/FUNCTION,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
FAUGGASE (ONION AND OLIVE BREAD),YEAST ATELIER SDN BHD ,"
		31.07.2019",
FC POTATO,PAK HAILAM KOPITIAM SDN BHD,"
		",
FENNEL POWDER,WORLD PROMINENCE SDN. BHD.,"
		30.06.2020",
FICELLE (SMALL BAGUETTE),YEAST ATELIER SDN BHD ,"
		31.07.2019",
FILAMENT CRABSTICK ROLL,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2020",
FILETE DE CORDERO,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
FINE SALT (GARAM HALUS),360HORIZONZ SDN. BHD.,"
		31.05.2019",
FINE SALT MIX,DEFEEM SDN. BHD.,"
		30.11.2019",
FIONA BROWN RICE,HOCK JU EDAR SDN BHD,"
		",
FISH & CHIP,PAK HAILAM KOPITIAM SDN BHD,"
		",
FISH BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
FISH BALL FRIED FLOUR BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
FISH CENCARU - CLEAN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH CRACKER (KEROPOK IKAN),360HORIZONZ SDN. BHD.,"
		31.05.2019",
FISH CURRY PREMIX,360HORIZONZ SDN. BHD.,"
		31.10.2019",
FISH FILLET,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
FISH FILLET DORY FISH,RU CAFE SDN BHD,"
		31.12.2019",
FISH FILLET GAROUPA - WITHOUT SKIN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET GOLDEN PERCH - FROZEN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET KEMBONG,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET MACKEREL,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET PRE SLICED,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
FISH FILLET RED MULLET,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET RED SNAPPER - WITHOUT SKIN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET SALMON - FROZEN SKIN ON,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET SEABASS,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET SEABASS LIVE,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET SEABASS WILD - SKIN ON,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET SNOW FISH,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FILLET TONGKOL,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH FINGER,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
FISH GAROUPA - CLEAN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH GAROUPA RED - CLEAN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH GAROUPA RED AUSTRALIAN - FROZEN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
FISH GAROUPA RED PULAU KETAM,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
