product_name,product_brand,expire_date,product_code
TIRAMISU,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
TIRAMISU CAKE,HAZEL CAKE HOUSE,"
		31.05.2019",
TIRAMISU CAKE (ITALLIAN DESSERT),YEAST ATELIER SDN BHD ,"
		31.07.2019",
TIRAMISU MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
TIRAMISU WHITE COFFEE,COFFEE TOWN SDN BHD,"
		30.09.2019",
TITANIUM DIOXIDE,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
TOFFEES PARTY CANDY,KIMI SWEET SDN. BHD.,"
		15.06.2019",
TOM YAM NOODLES,BEWEMI ENTERPRISE,"
		31.10.2019",
TOM YAM PASTE,SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		",
TOM YAM PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
TOM YAM PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
TOM YAM PASTE FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
TOM YAM SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
TOM YAM TUNA SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
TOM YUM FRIED RICE,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
TOMATO (L) - WASHED,VEGE READY SDN BHD,"
		15.08.2019",
TOMATO - 6PCS WEDGE,VEGE READY SDN BHD,"
		15.08.2019",
TOMATO CONCASEE,PAK HAILAM KOPITIAM SDN BHD,"
		",
TOMATO EGGS,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
TOMATO KETCHUP,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.08.2020",
TOMATO KETCHUP FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
TOMATO KETCHUP SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
TOMYAM PASTE,BYGRACE TRADING SDN BHD,"
		15.02.2021",
TOMYAM PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		",
TOMYAM PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2021",
TOMYAM PUTIH/WHITE TOMYAM SEASONING,WORLD PROMINENCE SDN. BHD.,"
		15.10.2019",
TONGKAT ALI (AYU FLORES COLLECTION),ERVAS FLORES TRADING,"
		15.10.2019",
TONGKAT ALI WHITE COFFEE,COFFEE TOWN SDN BHD,"
		30.09.2019",
TORCH GINGER FLOWER PUREE,VIASFOOD SDN BHD,"
		31.05.2019",
TORTILLA,AINONS CAKES & PASTRIES,"
		15.02.2020",
TRADITIONAL ASAM LAKSA SAUCE ,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
TRADITIONAL ASAM SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
TRADITIONAL CURRY CHICKEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
TRADITIONAL CURRY CHICKEN FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
TRADITIONAL SOY BEAN SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
TRADITIONAL STEAMING SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
TROPICAL TUNA,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		15.08.2019",
TROPICAL TUNA,DPO MALAYSIA SDN BHD,"
		31.12.2019",
TRUE BLUE COLOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
TUBE MINT,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TUBE MIX,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TUBE SOUR,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TUBE SWEETIE,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TUMIS KUBIS (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
TUNA & EGG,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		15.08.2019",
TUNA & EGG,DPO MALAYSIA SDN BHD,"
		31.12.2019",
TUNA & EGG ,DPO MALAYSIA SDN BHD,"
		30.11.2019",
TUNA FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUNA FILLING FOR S/W,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUNA FILLING WITH ONION,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUNA FISH FILLING FOR CHILLED BUN,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUNA GUM,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUNA MAYO,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
TUNA MAYO SANDWICH,MYNEWS FOOD SDN. BHD. (FORMERLY KNOWN AS: OTARU FINE FOOD SDN.BHD),"
		31.08.2019",
TUNA ROYALE CROISSANT,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
TUO CHA - MINI TUO CHA (GREEN TEA) ,PURPLE CANE ENTERPRISE SDN. BHD.,"
		30.11.2019",
TUO CHA - MINI TUO CHA (JASMINE TEA) ,PURPLE CANE ENTERPRISE SDN. BHD.,"
		30.11.2019",
TUO CHA - MINI TUO CHA (PUER  TEA) ,PURPLE CANE ENTERPRISE SDN. BHD.,"
		30.11.2019",
TURKEY & CHEESE BREAD ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
TURKEY SLICE & CHEESE CROISSANT,YEAST ATELIER SDN BHD ,"
		31.07.2019",
TURKEY TARTAROS SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
TURMERIC CHIC SOUP,PAK HAILAM KOPITIAM SDN BHD,"
		",
TURMERIC POWDER,WORLD PROMINENCE SDN. BHD.,"
		30.06.2020",
TURMERIC PUREE,VIASFOOD SDN BHD,"
		31.05.2019",
TURMURIC GLUTINOUS RICE,PAK HAILAM KOPITIAM SDN BHD,"
		",
TUTTI FRUITY,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWIN COLOUR SEAFOOD BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
TWINPACK APPLE SOUR,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK APPLE SWEET,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK BLACKCURRANT,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK DURIAN,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK GRAPE,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK LEMON,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK LIME,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK LYCHEE,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK MANGO SOUR,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK MANGO SWEET,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK PASSIONFRUIT,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK STRAWBERRY,ANGEL CANDIES SDN BHD,"
		31.10.2019",
TWINPACK WATERMELON,ANGEL CANDIES SDN BHD,"
		31.10.2019",
UDANG PENYET,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
UDANG SEJUK BEKU,SEAFOOD PUDDINGS SDN BHD,"
		30.11.2019",
US BLACK ANGUS BEEF RIBS,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
US CORN FED ANGUS - BEEF RIBS,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
US CORN FED ANGUS RIBEYE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
US CORN FED ANGUS STRIPLOIN,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
UZI LAMB CHUNK(LAMB SHOULDER)WAREHOUSE/FUNCTION,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
UZI LAMB(WHOLE LAMB CARCASE)WAREHOUSE/FUNCTION,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
UZI RICE(RICE WITH GREEN PEA)- WAREHOUSE/FUNCTION,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
VACHERIN MERINGUE (COOKED EGG WHITE),YEAST ATELIER SDN BHD ,"
		31.07.2019",
VANILLA FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
VANILLA FLAVOUR,360HORIZONZ SDN. BHD.,"
		15.03.2020",
VANILLA POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
VANILLA SUNDAE GOURMET DRINKS MIXES,KOPERASI AL-HILAL MALAYSIA BERHAD,"
		30.11.2019",
VANISON PATTIES,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
VANISON SYABU,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
VARUVAL PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEAL PATTY,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
VEGE DUMPLING,SEDAP GUO SDN BHD,"
		30.11.2019",
VEGE HIGH FIBER DRINK / NUTRIENT DRINK WITH VEGE FIBER,G & G CENTURY (M) SDN BHD,"
		15.08.2019",
VEGETABLE BEANCURD ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETABLE CANTONESE DUMPLING / VEGETABLE CANTONESE FUN GOH ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETABLE CRYSTAL BUN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETABLE CUTTLEFISH BALL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
VEGETABLE DALCHA(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
VEGETABLE FISH,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETABLE PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2020",
VEGETABLE PRAWN NOODLE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETABLE SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
VEGETABLE WITH FRIED ONION AND GARLIC,HONG KONG ROAST SDN BHD,"
		15.08.2019",
VEGETARIAN ABALONE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN BBQ MEAT ,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN BBQ MEAT ROLLS ,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN BBQ ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN BEAN CURD ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN BEANCURD / VEGETARIAN CHAI PAR,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETARIAN BIG TAIWAN RED PRAWN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN BURGER,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN CHOP,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN MEAT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN MEAT PASTE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN NUGGET,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHICKEN WING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CHILLI BOLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN COD FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN COD FISH SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CRISPY CHIPS ,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CRISPY MEAT SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CURRY CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CURRY LAKSA PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN CURRY MUTTON,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN CURRY PUFF,SEAFOOD PUDDINGS SDN BHD,"
		30.11.2019",
VEGETARIAN DEEPFRIED MEAT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DIM SUM CRAB MEAT ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DIM SUM SEAWEED ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DIM SUM SOYA ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DIM SUM WANTAN BALL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DRIED MEAT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DRIED MEAT SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DRUMSTICK,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DRUMSTICK SMALL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN DRY NOODLE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH LIP,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH MEAT PASTE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH MOUTH SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH NUGGET,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH TENGGIRI,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FISH TOFU,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FOCACCIA(ONION & OLIVE BREAD WITH VEGETABLE FILING) ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
VEGETARIAN FRAGRANT FISH SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRESH SOY CHIP,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRESH SOY KNOT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED FISH TENGGIRI,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED GLUTEN BALL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED GLUTEN BALL (FROZEN),LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED PRAWN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN FRIED RICE,PAK HAILAM KOPITIAM SDN BHD,"
		",
VEGETARIAN GLUTEN FUNGUS ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN GLUTEN RING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN GLUTEN ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN GOLDEN ROAST DUCK,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN GONG BO SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
VEGETARIAN GOOSE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN GREEN CURRY PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN GYOZA DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN HAKKA SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN JADE STEAM DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN KAM HEONG SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
VEGETARIAN LAMB,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MARMITE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN MOCK DUCK,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MOCK DUCK SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MUSHROOM DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MUSHROOM FLAVOUR SAUCE,YUEN CHUN INDUSTRIES SDN BHD,"
		15.08.2019",
VEGETARIAN MUTTON,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MUTTON (W),LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN MUTTON BURGER,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN NOODLES PRAWN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN ORIGINAL ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN OYSTER,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN OYSTER FLAVOURED SAUCE,SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		",
VEGETARIAN OYSTER FLAVOURED SAUCE,SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		15.04.2021",
VEGETARIAN OYSTER FLAVOURED SAUCE/ SOS BERPERISA TIRAM SAYURAN/ VEGETARIAN STIR FRY SAUCE COMPOUND,YUEN CHUN INDUSTRIES SDN BHD,"
		31.01.2020",
VEGETARIAN OYSTER FLAVOURED SAUCE/SOS BERPERISA TIRAM SAYURAN/ VEGETARIAN STIR FRY SAUCE,YUEN CHUN INDUSTRIES SDN BHD,"
		15.08.2019",
VEGETARIAN PANDAN CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN PARANG FISH BALL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN PRAWN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETARIAN PRAWN DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN ROAST DUCK,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN ROAST DUCK SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN ROASTED CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SALTED CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SALTED CHICKEN SLICE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SALTED FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SAMBAL,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
VEGETARIAN SATAY,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SATAY SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
VEGETARIAN SAUSAGE,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SEAWEED PRAWN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SHANGHAI DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SHANGHAI DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETARIAN SHARK FIN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SMALL SPRING ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SMALL TAIWAN RED PRAWN ,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SOTONG,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SOYA FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SPICE GLUTEN RING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SPICED MEAT ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SPRING ROLL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SPRING ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VEGETARIAN STEAM DUMPLING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SUPER FISH BALL,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN SWEET & SOUR MEAT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN THREE LAYER MEAT,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN TOFU (PAT YEH),LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN TOM YAM PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
VEGETARIAN WANTAN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN WHEAT FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN WHITE CHICKEN,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN WHITE GLUTEN RING,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN YAM FISH,LOTUS VEGETARIAN FOODSTUFF SDN BHD,"
		15.07.2019",
VEGETARIAN YAM FISH,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VELARGIN,BIOSCENERGY INTERNATIONAL SDN BHD,"
		31.12.2019",
VENZOATE,BIOSCENERGY INTERNATIONAL SDN BHD,"
		31.12.2019",
VERMICELLI (SOH HOON),360HORIZONZ SDN. BHD.,"
		31.05.2019",
VETYRATE,BIOSCENERGY INTERNATIONAL SDN BHD,"
		31.12.2019",
VEUCIN,BIOSCENERGY INTERNATIONAL SDN BHD,"
		15.08.2021",
VEVALIN,BIOSCENERGY INTERNATIONAL SDN BHD,"
		15.08.2021",
VIENNOIS (MILK BREAD) ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
VIETNAM OTAK ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
VIETNAM RICE SKIN/,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VIETNAM SEAFOOD SPRING ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VIETNAM SHRIMP NYONYA ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VIETNAM SKIN MANGO ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
VINAIGRETTE DRESSING,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
VINEGAR JELATAH,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
VIRGIN COCONUT OIL,360HORIZONZ SDN. BHD.,"
		31.05.2019",
VIRGIN COCONUT OIL,NUTRAKEM SDN. BHD.,"
		30.06.2019",
VITA FORTIFIED PARBOILED BASMATHI RICE,FORTIFOODS SDN BHD,"
		30.09.2019",
VITA SST LOCAL GRADE 10%,FORTIFOODS SDN BHD,"
		30.09.2019",
VITRULLINE,BIOSCENERGY INTERNATIONAL SDN BHD,"
		15.08.2021",
VOL AU VENT FRUIT,HAZEL CAKE HOUSE,"
		31.05.2019",
VOL AU VENT MOUSE,HAZEL CAKE HOUSE,"
		31.05.2019",
VOL AU VENT SHELL,HAZEL CAKE HOUSE,"
		31.05.2019",
WAFER CUBES (CHOCOLATE),360HORIZONZ SDN. BHD.,"
		31.10.2019",
WAFER CUBES (VANILLA),360HORIZONZ SDN. BHD.,"
		31.10.2019",
WAFER KAPET CHOCOLATE,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
WAFER KAPET PEANUT,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
WAFFER PAPER,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
WAFFLE (DRY),BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
WAFFLE (LIQUID),BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
WAFFLE - CLASSIC LIEGE WAFFLE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
WAFFLE - CLASSIC LIEGE WAFFLE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
WAFFLE - LIEGE WAFFLE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
WAFU DRESSING,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
WAGYU - RIBEYE MBS 10-11,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
WAGYU - RIBEYE MBS 2-3,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
WAGYU - RIBEYE MBS 4-5,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
